,Unnamed: 0,id,carat,cut,color,clarity,depth,table,x,y,z,price
23581,23581,23581,1.51,Premium,F,SI1,61.3,58.0,7.36,7.3,4.49,12991
23582,23582,23582,0.3,Very Good,F,VS2,61.9,59.0,4.25,4.28,2.64,605
23583,23583,23583,1.05,Premium,D,SI1,60.8,59.0,6.65,6.61,4.02,5993
23584,23584,23584,1.52,Ideal,I,VS2,61.8,56.0,7.39,7.43,4.57,8256
23585,23585,23585,1.23,Premium,G,VS2,62.2,59.0,6.88,6.82,4.27,8616
23586,23586,23586,0.31,Premium,F,VS2,61.6,59.0,4.37,4.34,2.68,802
23587,23587,23587,0.73,Ideal,D,SI1,61.8,57.0,5.79,5.82,3.58,3189
23588,23588,23588,0.52,Ideal,H,VS2,61.9,56.0,5.15,5.17,3.19,1384
23589,23589,23589,1.01,Good,G,SI2,63.8,59.0,6.21,6.24,3.98,3655
23590,23590,23590,0.7,Premium,H,SI1,62.8,60.0,5.69,5.64,3.56,2079
23591,23591,23591,0.34,Premium,E,SI1,60.7,60.0,4.49,4.52,2.73,533
23592,23592,23592,0.3,Very Good,H,SI1,63.0,58.0,4.25,4.25,2.68,421
23593,23593,23593,0.52,Ideal,D,VS2,62.1,56.0,5.18,5.2,3.22,1754
23594,23594,23594,0.42,Premium,E,SI1,61.6,59.0,4.8,4.84,2.96,935
23595,23595,23595,0.41,Premium,G,VS2,59.6,58.0,4.83,4.79,2.86,1061
23596,23596,23596,0.78,Premium,F,SI1,61.9,56.0,5.9,5.86,3.63,2253
23597,23597,23597,0.3,Ideal,G,VVS1,62.0,55.0,4.27,4.31,2.66,789
23598,23598,23598,1.02,Ideal,F,VS2,62.2,56.0,6.42,6.45,4.01,6479
23599,23599,23599,0.9,Premium,G,SI2,62.0,58.0,6.24,6.22,3.87,3780
23600,23600,23600,1.01,Very Good,G,VS2,61.8,56.0,6.41,6.48,3.98,6704
23601,23601,23601,0.71,Premium,H,SI1,59.6,58.0,5.85,5.82,3.48,2039
23602,23602,23602,0.33,Ideal,D,VS2,61.7,55.0,4.54,4.51,2.79,752
23603,23603,23603,1.01,Ideal,F,VS1,62.1,55.0,6.43,6.45,4.0,7388
23604,23604,23604,1.5,Ideal,H,VS1,62.2,56.0,7.38,7.27,4.56,11904
23605,23605,23605,0.55,Ideal,E,VS1,61.2,57.0,5.27,5.29,3.23,1556
23606,23606,23606,1.17,Ideal,H,SI1,61.7,56.0,6.79,6.8,4.2,5951
23607,23607,23607,0.31,Ideal,F,VVS2,62.6,54.0,4.33,4.37,2.73,788
23608,23608,23608,1.07,Ideal,D,VS2,61.3,54.8,6.57,6.61,4.04,7697
23609,23609,23609,0.43,Very Good,F,SI1,62.4,59.0,4.82,4.85,3.02,792
23610,23610,23610,0.4,Good,G,SI1,63.8,55.0,4.69,4.65,2.98,646
23611,23611,23611,0.9,Premium,G,SI2,62.4,58.0,6.19,6.13,3.84,3544
23612,23612,23612,0.52,Ideal,E,VS1,60.9,57.0,5.18,5.22,3.16,1838
23613,23613,23613,1.08,Ideal,F,SI2,62.3,56.0,6.63,6.55,4.1,4533
23614,23614,23614,0.41,Premium,F,VVS1,61.9,58.0,4.74,4.77,2.94,1055
23615,23615,23615,1.02,Very Good,G,SI1,59.3,59.0,6.6,6.57,3.9,4768
23616,23616,23616,0.9,Very Good,D,SI2,62.2,59.0,6.17,6.13,3.83,3952
23617,23617,23617,0.32,Ideal,H,VVS1,62.7,56.0,4.34,4.31,2.71,936
23618,23618,23618,1.6,Premium,I,SI2,60.7,60.0,7.54,7.56,4.57,9948
23619,23619,23619,0.73,Premium,D,SI2,60.6,59.0,5.81,5.77,3.51,2312
23620,23620,23620,0.28,Very Good,G,VS1,63.0,54.0,4.15,4.18,2.61,420
23621,23621,23621,0.31,Premium,G,VVS1,61.7,60.0,4.32,4.35,2.67,789
23622,23622,23622,0.73,Ideal,D,VS2,61.1,57.0,5.82,5.85,3.57,3402
23623,23623,23623,1.01,Premium,G,SI1,61.5,59.0,6.41,6.45,3.96,4666
23624,23624,23624,0.72,Very Good,G,SI1,60.9,57.0,5.8,5.82,3.54,2749
23625,23625,23625,0.73,Ideal,F,VVS1,61.8,56.0,5.78,5.82,3.59,3357
23626,23626,23626,0.5,Premium,D,SI2,61.4,58.0,5.12,5.08,3.13,1238
23627,23627,23627,0.72,Fair,H,SI1,64.7,55.0,5.6,5.67,3.61,2231
23628,23628,23628,0.7,Ideal,E,SI1,61.6,57.0,5.69,5.72,3.51,2429
23629,23629,23629,0.72,Ideal,D,SI1,62.0,56.0,5.75,5.78,3.57,3052
23630,23630,23630,1.0,Good,F,SI2,63.2,60.0,6.33,6.31,3.99,4575
23631,23631,23631,1.52,Premium,E,VS2,62.5,60.0,7.37,7.31,4.58,14853
23632,23632,23632,1.07,Ideal,D,VS1,62.1,55.0,6.59,6.56,4.08,10286
23633,23633,23633,0.4,Ideal,F,VVS2,61.7,56.0,4.78,4.8,2.95,1257
23634,23634,23634,0.7,Ideal,G,SI1,61.8,57.0,5.7,5.67,3.51,2010
23635,23635,23635,0.5,Very Good,F,VS1,61.9,61.0,5.07,5.1,3.14,1618
23636,23636,23636,1.01,Very Good,G,VS2,62.3,60.0,6.36,6.38,3.97,5851
23637,23637,23637,0.3,Ideal,G,VVS1,61.0,54.0,4.33,4.36,2.65,635
23638,23638,23638,1.01,Very Good,G,SI1,58.7,60.0,6.63,6.57,3.88,5281
23639,23639,23639,0.39,Very Good,F,VS2,59.3,61.0,4.73,4.76,2.81,754
23640,23640,23640,0.9,Very Good,F,SI2,61.9,59.0,6.18,6.22,3.83,3552
23641,23641,23641,0.54,Ideal,F,VVS2,61.6,56.0,5.26,5.29,3.25,2167
23642,23642,23642,1.22,Ideal,G,VS1,62.4,56.0,6.86,6.81,4.26,9471
23643,23643,23643,1.01,Ideal,F,VS2,62.6,57.0,6.37,6.42,4.01,6346
23644,23644,23644,2.01,Ideal,D,SI2,62.9,57.0,8.02,7.96,5.04,16703
23645,23645,23645,1.11,Ideal,H,SI1,61.8,56.0,6.62,6.65,4.11,5602
23646,23646,23646,0.71,Premium,F,SI1,60.6,58.0,5.74,5.77,3.48,2300
23647,23647,23647,0.51,Ideal,E,SI1,61.3,56.0,5.11,5.13,3.15,1929
23648,23648,23648,0.42,Premium,F,SI2,60.5,58.0,4.83,4.86,2.93,716
23649,23649,23649,0.25,Ideal,F,IF,61.6,54.0,4.08,4.11,2.53,760
23650,23650,23650,0.42,Ideal,F,VS1,60.8,57.0,4.85,4.8,2.92,1031
23651,23651,23651,0.38,Ideal,E,VS2,62.0,54.0,4.66,4.68,2.89,935
23652,23652,23652,1.0,Premium,G,SI1,62.3,58.0,6.36,6.31,3.94,4879
23653,23653,23653,0.96,Premium,D,SI2,62.6,59.0,6.24,6.29,3.9,3965
23654,23654,23654,1.03,Ideal,D,VS1,62.2,57.0,6.42,6.46,4.01,9193
23655,23655,23655,0.34,Premium,H,VS1,60.8,56.0,4.51,4.48,2.74,765
23656,23656,23656,2.02,Ideal,H,SI1,62.0,57.0,8.19,8.07,5.02,17600
23657,23657,23657,0.37,Premium,E,SI1,61.6,57.0,4.63,4.58,2.83,833
23658,23658,23658,0.3,Ideal,E,VVS1,62.1,56.0,4.31,4.35,2.69,893
23659,23659,23659,0.8,Very Good,H,VS2,63.2,58.0,5.88,5.91,3.72,2967
23660,23660,23660,2.01,Good,H,SI2,63.8,57.0,7.93,7.88,5.04,12716
23661,23661,23661,0.51,Premium,F,SI1,60.2,62.0,5.17,5.14,3.11,1235
23662,23662,23662,0.42,Ideal,F,VVS2,62.0,55.0,4.82,4.79,2.98,1116
23663,23663,23663,0.72,Premium,G,VS2,61.4,59.0,5.74,5.68,3.51,2307
23664,23664,23664,0.74,Very Good,E,SI1,62.4,58.0,5.8,5.84,3.63,3009
23665,23665,23665,0.31,Ideal,H,VS2,60.1,57.0,4.4,4.42,2.65,646
23666,23666,23666,0.24,Very Good,G,VVS1,62.5,57.0,3.95,3.98,2.48,665
23667,23667,23667,0.7,Very Good,I,SI1,63.1,57.0,5.61,5.64,3.56,2057
23668,23668,23668,0.32,Ideal,D,VS2,61.8,56.0,4.43,4.4,2.73,972
23669,23669,23669,0.71,Ideal,E,VS2,61.6,57.0,5.68,5.73,3.53,2858
23670,23670,23670,2.21,Ideal,I,SI2,61.2,57.0,8.38,8.5,5.13,12098
23671,23671,23671,0.3,Ideal,E,VVS2,62.4,56.0,4.27,4.29,2.67,766
23672,23672,23672,0.41,Ideal,G,VS2,62.0,56.0,4.78,4.81,2.97,863
23673,23673,23673,1.5,Premium,F,SI1,61.8,60.0,7.3,7.35,4.53,10935
23674,23674,23674,0.3,Ideal,G,VVS1,62.2,57.0,4.28,4.33,2.68,752
23675,23675,23675,0.92,Ideal,I,VVS1,62.2,56.0,6.24,6.27,3.88,4140
23676,23676,23676,0.31,Very Good,H,VS1,62.9,58.0,4.26,4.31,2.69,544
23677,23677,23677,1.26,Ideal,J,VVS1,60.7,57.0,7.02,6.95,4.23,8728
23678,23678,23678,1.27,Ideal,I,SI2,61.5,55.0,7.02,7.06,4.31,5729
23679,23679,23679,0.33,Ideal,E,VVS2,61.3,56.0,4.41,4.45,2.72,852
23680,23680,23680,1.7,Very Good,I,VS2,63.8,60.0,7.45,7.54,4.79,10663
23681,23681,23681,0.51,Ideal,G,VVS2,62.2,57.0,5.1,5.12,3.18,1750
23682,23682,23682,0.33,Ideal,G,VVS1,62.1,56.0,4.41,4.44,2.75,863
23683,23683,23683,0.56,Fair,E,SI2,65.2,62.0,5.28,5.23,3.39,1312
23684,23684,23684,0.71,Ideal,H,SI2,61.9,54.0,5.77,5.8,3.58,2351
23685,23685,23685,0.52,Ideal,D,SI2,61.6,57.0,5.2,5.18,3.19,1229
23686,23686,23686,1.0,Premium,D,SI1,60.4,59.0,6.48,6.45,3.89,5984
23687,23687,23687,1.08,Very Good,G,SI1,60.8,61.0,6.64,6.6,4.03,5090
23688,23688,23688,0.54,Ideal,J,VS2,61.6,57.0,5.25,5.27,3.24,1249
23689,23689,23689,0.52,Ideal,G,VS1,62.1,56.0,5.19,5.15,3.2,1759
23690,23690,23690,0.53,Ideal,G,VVS1,62.5,56.0,5.18,5.16,3.23,2163
23691,23691,23691,1.51,Very Good,G,SI1,61.2,57.0,7.36,7.41,4.52,10431
23692,23692,23692,0.33,Ideal,I,VVS2,62.1,56.0,4.43,4.45,2.76,743
23693,23693,23693,0.71,Premium,G,VS1,60.4,59.0,5.74,5.77,3.48,2362
23694,23694,23694,0.3,Ideal,H,VS1,62.9,56.0,4.31,4.28,2.7,675
23695,23695,23695,1.13,Premium,H,SI2,62.3,58.0,6.68,6.63,4.15,4872
23696,23696,23696,0.28,Ideal,G,IF,62.0,55.0,4.24,4.27,2.64,597
23697,23697,23697,1.5,Very Good,H,SI1,62.3,60.0,7.3,7.26,4.55,10861
23698,23698,23698,0.46,Ideal,E,VVS2,62.0,55.0,4.94,4.99,3.09,1446
23699,23699,23699,0.32,Premium,H,VS1,62.3,59.0,4.35,4.38,2.72,561
23700,23700,23700,0.31,Good,H,VS1,63.1,55.0,4.32,4.37,2.74,544
23701,23701,23701,0.41,Ideal,G,VS2,62.4,56.0,4.77,4.74,2.97,1061
23702,23702,23702,0.3,Ideal,F,VS2,62.1,54.0,4.32,4.35,2.69,802
23703,23703,23703,0.37,Ideal,D,VS1,60.6,56.0,4.63,4.65,2.81,736
23704,23704,23704,0.3,Good,D,SI1,63.5,55.0,4.3,4.33,2.74,814
23705,23705,23705,0.72,Very Good,E,VS2,63.1,58.0,5.72,5.69,3.59,3047
23706,23706,23706,1.5,Good,G,VS2,63.1,60.0,7.16,7.19,4.52,14103
23707,23707,23707,0.32,Ideal,E,VVS1,62.3,57.0,4.39,4.4,2.74,959
23708,23708,23708,1.01,Ideal,E,VS2,62.5,57.0,6.37,6.4,3.99,6787
23709,23709,23709,1.12,Premium,E,SI2,60.6,59.0,6.77,6.7,4.08,4770
23710,23710,23710,0.71,Ideal,G,VS1,61.7,56.0,5.73,5.76,3.54,3127
23711,23711,23711,0.32,Ideal,D,SI1,61.1,56.0,4.42,4.45,2.71,756
23712,23712,23712,0.4,Ideal,H,VVS2,61.9,55.0,4.74,4.78,2.95,867
23713,23713,23713,1.03,Premium,I,SI1,62.8,58.0,6.45,6.4,4.05,4179
23714,23714,23714,0.51,Premium,G,SI2,63.0,60.0,5.09,5.03,3.19,1107
23715,23715,23715,0.32,Very Good,J,VS2,60.9,58.0,4.42,4.45,2.7,487
23716,23716,23716,0.31,Very Good,H,VVS1,59.8,63.0,4.36,4.39,2.58,707
23717,23717,23717,0.43,Ideal,G,IF,61.6,57.0,4.84,4.86,2.98,1317
23718,23718,23718,0.4,Very Good,D,VS2,63.6,56.0,4.67,4.71,2.99,1226
23719,23719,23719,0.42,Ideal,G,SI2,62.1,55.0,4.85,4.82,3.0,931
23720,23720,23720,1.52,Ideal,D,SI2,62.4,56.0,7.35,7.37,4.59,11859
23721,23721,23721,1.2,Premium,F,VS2,61.9,60.0,6.83,6.79,4.22,7666
23722,23722,23722,0.41,Ideal,G,VVS1,62.4,56.0,4.78,4.74,2.97,1127
23723,23723,23723,0.39,Premium,E,VS1,61.3,58.0,4.71,4.69,2.88,1097
23724,23724,23724,0.32,Ideal,G,VS1,62.3,55.0,4.37,4.4,2.73,645
23725,23725,23725,0.51,Very Good,H,VVS1,61.7,57.0,5.14,5.17,3.17,1935
23726,23726,23726,2.01,Very Good,H,SI1,62.9,59.0,8.01,8.05,5.01,16723
23727,23727,23727,0.3,Ideal,E,VS2,61.0,56.0,4.35,4.28,2.63,844
23728,23728,23728,0.7,Good,E,SI2,63.6,57.0,5.58,5.56,3.55,2339
23729,23729,23729,0.9,Very Good,G,SI1,59.7,60.0,6.21,6.25,3.73,3774
23730,23730,23730,1.02,Ideal,G,SI2,60.9,55.0,6.5,6.53,3.97,4357
23731,23731,23731,0.52,Ideal,H,VVS1,60.9,57.0,5.16,5.2,3.15,1809
23732,23732,23732,0.72,Very Good,E,SI1,63.5,56.0,5.65,5.69,3.61,2409
23733,23733,23733,0.42,Premium,D,SI1,62.3,59.0,4.74,4.76,2.96,945
23734,23734,23734,0.3,Ideal,D,SI1,62.0,55.0,4.31,4.33,2.68,515
23735,23735,23735,0.55,Ideal,E,VS2,61.1,55.0,5.31,5.35,3.25,1704
23736,23736,23736,1.5,Very Good,H,VVS2,63.5,57.0,7.24,7.22,4.59,11863
23737,23737,23737,1.21,Very Good,E,VS2,60.3,61.0,6.95,6.89,4.17,8896
23738,23738,23738,1.14,Ideal,F,SI2,62.3,57.0,6.72,6.74,4.19,4832
23739,23739,23739,0.7,Premium,G,VS1,62.7,62.0,5.68,5.6,3.54,2560
23740,23740,23740,0.41,Premium,G,SI1,60.4,61.0,4.82,4.79,2.91,903
23741,23741,23741,0.42,Very Good,G,IF,62.8,55.0,4.79,4.82,3.02,1219
23742,23742,23742,0.93,Good,D,SI1,63.1,57.0,6.16,6.22,3.9,5101
23743,23743,23743,0.78,Very Good,F,SI1,62.7,58.0,5.81,5.89,3.67,2437
23744,23744,23744,1.53,Ideal,G,VS2,61.9,56.0,7.42,7.37,4.57,12929
23745,23745,23745,1.52,Fair,H,VS1,55.2,62.0,7.72,7.67,4.26,8044
23746,23746,23746,1.52,Good,G,VS2,63.6,59.0,7.26,7.3,4.62,13153
23747,23747,23747,0.78,Ideal,E,SI2,60.3,56.0,5.99,6.05,3.62,2496
23748,23748,23748,1.09,Premium,H,VS2,62.5,58.0,6.56,6.51,4.08,5005
23749,23749,23749,0.72,Ideal,F,VS2,62.2,56.0,5.73,5.76,3.57,3249
23750,23750,23750,1.1,Premium,H,SI2,58.8,60.0,6.77,6.72,3.98,3892
23751,23751,23751,0.9,Good,D,SI2,63.7,58.0,6.12,6.09,3.89,3518
23752,23752,23752,0.3,Ideal,G,VVS1,62.2,54.0,4.32,4.36,2.7,789
23753,23753,23753,0.32,Very Good,I,VS1,62.9,58.0,4.27,4.32,2.7,505
23754,23754,23754,0.35,Ideal,E,VS2,61.9,57.0,4.5,4.54,2.8,767
23755,23755,23755,1.01,Premium,H,SI2,61.6,60.0,6.36,6.39,3.92,4141
23756,23756,23756,1.0,Ideal,H,SI1,62.0,56.0,6.4,6.37,3.96,4780
23757,23757,23757,1.27,Ideal,E,SI1,62.6,57.0,6.86,6.89,4.3,6541
23758,23758,23758,0.32,Ideal,I,VS1,61.5,56.0,4.44,4.41,2.72,653
23759,23759,23759,0.31,Very Good,D,VS1,63.0,56.0,4.34,4.35,2.74,718
23760,23760,23760,1.27,Premium,H,SI2,60.9,60.0,6.97,6.93,4.24,4440
23761,23761,23761,0.32,Ideal,G,VVS2,61.9,55.0,4.42,4.41,2.73,936
23762,23762,23762,0.4,Very Good,E,SI1,62.2,59.0,4.67,4.69,2.92,687
23763,23763,23763,0.31,Very Good,I,VS2,63.0,57.0,4.34,4.32,2.73,435
23764,23764,23764,0.4,Premium,F,VS1,61.4,59.0,4.76,4.79,2.93,982
23765,23765,23765,0.3,Premium,E,VS2,62.8,60.0,4.27,4.24,2.67,844
23766,23766,23766,0.55,Ideal,H,VS2,61.7,54.0,5.31,5.29,3.27,1361
23767,23767,23767,0.5,Ideal,E,VS2,61.7,54.0,5.11,5.15,3.17,1758
23768,23768,23768,0.32,Ideal,E,VS2,61.4,54.0,4.42,4.38,2.7,833
23769,23769,23769,1.01,Very Good,E,VS2,63.1,58.0,6.4,6.34,4.02,6787
23770,23770,23770,1.68,Ideal,I,VS2,61.7,57.0,7.74,7.65,4.74,11299
23771,23771,23771,1.05,Ideal,G,SI2,62.5,60.0,6.45,6.48,4.04,4255
23772,23772,23772,1.5,Very Good,F,VS1,61.7,58.0,7.34,7.31,4.52,15819
23773,23773,23773,0.3,Ideal,F,VS2,61.8,55.0,4.34,4.31,2.68,776
23774,23774,23774,1.51,Ideal,I,VS1,61.2,57.0,7.42,7.41,4.54,10891
23775,23775,23775,0.51,Premium,E,VS1,61.3,57.0,5.16,5.07,3.14,1975
23776,23776,23776,1.01,Premium,G,SI1,60.9,57.0,6.54,6.51,3.96,5084
23777,23777,23777,0.71,Ideal,G,VS2,62.1,54.0,5.73,5.76,3.56,2949
23778,23778,23778,0.3,Premium,E,VVS2,61.8,59.0,4.31,4.28,2.66,814
23779,23779,23779,1.59,Ideal,I,VS2,62.3,55.0,7.43,7.47,4.64,9526
23780,23780,23780,0.42,Ideal,E,VS2,62.3,57.0,4.79,4.75,2.97,1024
23781,23781,23781,0.3,Ideal,F,SI1,61.7,56.0,4.3,4.33,2.66,487
23782,23782,23782,0.9,Very Good,G,SI2,61.1,57.0,6.2,6.23,3.8,3419
23783,23783,23783,1.21,Ideal,I,VS1,61.8,56.0,6.84,6.79,4.21,7526
23784,23784,23784,0.24,Very Good,E,VVS1,62.6,60.0,3.95,3.98,2.48,485
23785,23785,23785,0.61,Ideal,G,VS2,61.9,56.0,5.43,5.47,3.37,2180
23786,23786,23786,1.17,Ideal,F,VS2,61.9,56.0,6.7,6.72,4.16,7651
23787,23787,23787,0.61,Ideal,F,VS1,62.3,56.0,5.44,5.48,3.4,2131
23788,23788,23788,0.3,Ideal,H,SI1,61.2,55.0,4.36,4.38,2.67,574
23789,23789,23789,0.43,Ideal,G,VVS1,60.9,56.0,4.87,4.9,2.98,1228
23790,23790,23790,1.0,Premium,I,SI2,61.9,59.0,6.4,6.33,3.94,3290
23791,23791,23791,1.0,Ideal,G,SI2,60.9,58.0,6.42,6.46,3.93,5967
23792,23792,23792,0.31,Premium,E,SI1,62.3,59.0,4.32,4.29,2.68,698
23793,23793,23793,2.09,Ideal,I,SI1,61.0,57.0,8.32,8.28,5.04,14787
23794,23794,23794,0.42,Ideal,G,VVS1,61.2,56.0,4.85,4.83,2.97,1207
23795,23795,23795,0.32,Ideal,D,SI1,61.6,56.0,4.47,4.45,2.75,709
23796,23796,23796,0.3,Premium,G,VS1,63.0,58.0,4.28,4.25,2.69,776
23797,23797,23797,1.22,Ideal,I,SI1,61.7,57.0,6.87,6.83,4.21,5070
23798,23798,23798,1.5,Ideal,J,VVS1,62.4,56.0,7.3,7.34,4.57,11138
23799,23799,23799,0.32,Premium,H,VS1,61.9,58.0,4.42,4.45,2.75,561
23800,23800,23800,0.32,Ideal,E,VS2,62.3,57.0,4.38,4.41,2.73,900
23801,23801,23801,1.01,Good,G,VS1,63.3,60.0,6.32,6.39,4.02,6917
23802,23802,23802,0.4,Very Good,D,SI2,61.1,61.0,4.71,4.75,2.89,770
23803,23803,23803,0.54,Ideal,E,VS2,61.4,56.0,5.24,5.21,3.21,1742
23804,23804,23804,0.35,Ideal,E,VS1,62.1,54.0,4.53,4.49,2.79,742
23805,23805,23805,0.7,Premium,D,SI1,60.9,60.0,5.74,5.71,3.47,2803
23806,23806,23806,1.2,Very Good,I,VS2,60.5,58.0,6.85,6.91,4.14,5584
23807,23807,23807,0.72,Premium,I,VVS1,61.1,59.0,5.78,5.74,3.52,2537
23808,23808,23808,0.52,Ideal,E,VS2,60.9,57.0,5.19,5.22,3.17,1750
23809,23809,23809,0.33,Ideal,D,VS2,61.5,56.0,4.47,4.45,2.75,940
23810,23810,23810,1.16,Premium,I,SI1,62.3,59.0,6.69,6.64,4.14,5139
23811,23811,23811,0.28,Ideal,F,VS1,62.0,56.0,4.21,4.23,2.61,562
23812,23812,23812,1.54,Premium,F,SI1,60.1,61.0,7.42,7.45,4.43,11816
23813,23813,23813,0.31,Ideal,F,IF,61.8,55.0,4.37,4.34,2.69,979
23814,23814,23814,0.7,Ideal,E,SI1,61.4,56.0,5.73,5.76,3.53,2401
23815,23815,23815,0.53,Ideal,E,VS2,62.0,55.0,5.2,5.23,3.23,1755
23816,23816,23816,1.01,Premium,G,SI1,62.7,59.0,6.36,6.4,4.0,5160
23817,23817,23817,0.9,Very Good,H,SI2,62.4,58.0,6.11,6.14,3.82,2726
23818,23818,23818,1.14,Premium,G,VVS2,60.6,58.0,6.78,6.83,4.12,9424
23819,23819,23819,0.38,Premium,E,IF,60.4,58.0,4.66,4.69,2.82,1300
23820,23820,23820,0.27,Very Good,F,VVS1,62.5,58.0,4.16,4.15,2.59,552
23821,23821,23821,0.3,Ideal,H,SI1,63.0,53.0,4.29,4.27,2.7,450
23822,23822,23822,1.61,Good,H,SI1,63.9,57.0,7.39,7.45,4.68,10685
23823,23823,23823,1.2,Ideal,J,VS1,62.6,55.0,6.79,6.75,4.24,4868
23824,23824,23824,1.12,Very Good,D,SI2,60.2,57.0,6.72,6.77,4.07,5656
23825,23825,23825,1.26,Ideal,H,SI2,62.0,56.0,6.96,6.92,4.29,6088
23826,23826,23826,0.71,Very Good,F,SI2,59.9,58.0,5.8,5.84,3.47,2386
23827,23827,23827,2.06,Ideal,I,SI1,62.1,55.0,8.18,8.12,5.06,14348
23828,23828,23828,1.24,Premium,F,SI2,61.2,58.0,6.92,6.85,4.22,5960
23829,23829,23829,0.76,Ideal,F,VS2,61.8,57.0,5.83,5.87,3.61,2833
23830,23830,23830,0.28,Ideal,H,VS1,61.6,55.0,4.23,4.25,2.61,514
23831,23831,23831,1.01,Very Good,I,VS1,61.7,62.0,6.34,6.41,3.93,4185
23832,23832,23832,0.32,Ideal,G,VS1,61.6,56.0,4.41,4.41,2.71,828
23833,23833,23833,0.35,Ideal,G,IF,61.9,56.0,4.54,4.56,2.81,1004
23834,23834,23834,0.33,Good,D,VS2,61.7,60.6,4.44,4.48,2.76,781
23835,23835,23835,2.13,Premium,I,VS2,62.2,60.0,8.24,8.2,5.11,17712
23836,23836,23836,1.0,Very Good,F,VS2,61.9,58.0,6.38,6.41,3.96,6145
23837,23837,23837,2.04,Premium,H,SI1,61.7,60.0,8.16,8.12,5.01,16733
23838,23838,23838,0.53,Ideal,F,VS2,60.2,56.0,5.3,5.28,3.18,1755
23839,23839,23839,0.34,Ideal,F,VS2,61.9,56.0,4.49,4.46,2.77,906
23840,23840,23840,0.3,Ideal,H,IF,61.8,55.0,4.32,4.36,2.68,764
23841,23841,23841,0.3,Very Good,D,SI1,60.8,60.0,4.28,4.31,2.61,552
23842,23842,23842,0.7,Very Good,E,VS1,63.3,58.0,5.66,5.62,3.56,3120
23843,23843,23843,1.04,Ideal,F,SI2,61.1,55.0,6.58,6.52,4.0,4334
23844,23844,23844,0.7,Very Good,F,VS2,63.5,58.0,5.64,5.61,3.57,2723
23845,23845,23845,0.73,Premium,I,VS1,61.5,57.0,5.85,5.82,3.59,2359
23846,23846,23846,0.9,Ideal,G,SI2,59.5,57.0,6.29,6.32,3.74,3264
23847,23847,23847,0.3,Premium,D,VS2,61.4,58.0,4.28,4.31,2.64,710
23848,23848,23848,1.05,Premium,F,SI2,58.9,59.0,6.68,6.59,3.9,4761
23849,23849,23849,0.3,Ideal,F,VS2,61.1,55.0,4.36,4.39,2.67,624
23850,23850,23850,0.42,Very Good,G,IF,62.7,55.0,4.75,4.78,2.99,1138
23851,23851,23851,0.3,Ideal,E,SI2,61.9,58.0,4.28,4.31,2.66,422
23852,23852,23852,1.51,Very Good,I,SI1,60.4,60.0,7.27,7.37,4.42,8780
23853,23853,23853,0.42,Ideal,H,VVS2,61.8,56.0,4.84,4.81,2.99,885
23854,23854,23854,2.01,Very Good,E,SI2,62.8,59.0,8.02,8.08,5.05,15398
23855,23855,23855,0.9,Good,J,VS2,60.7,62.0,6.09,6.18,3.73,4194
23856,23856,23856,1.27,Premium,J,SI2,61.1,59.0,7.05,7.0,5.06,3136
23857,23857,23857,1.23,Ideal,J,VVS2,61.8,56.0,6.85,6.89,4.25,6763
23858,23858,23858,0.71,Premium,I,SI2,61.2,59.0,5.72,5.75,3.51,1902
23859,23859,23859,0.7,Premium,E,VS2,58.6,62.0,5.8,5.84,3.4,2652
23860,23860,23860,0.42,Ideal,D,VVS1,62.3,57.0,4.75,4.78,2.98,1400
23861,23861,23861,1.06,Ideal,I,SI1,61.6,58.0,6.59,6.54,4.04,4466
23862,23862,23862,0.53,Ideal,G,VS1,61.8,55.0,5.19,5.23,3.22,1807
23863,23863,23863,0.34,Ideal,H,VS2,62.0,55.0,4.46,4.48,2.78,537
23864,23864,23864,0.39,Ideal,E,VS1,62.2,56.0,4.66,4.69,2.91,1154
23865,23865,23865,2.14,Premium,G,SI2,60.4,59.0,8.33,8.38,5.06,17186
23866,23866,23866,0.33,Premium,D,SI1,61.1,59.0,4.42,4.45,2.71,610
23867,23867,23867,0.3,Premium,G,VS2,60.3,61.0,4.36,4.36,2.63,630
23868,23868,23868,0.5,Ideal,F,SI1,62.0,56.0,5.09,5.13,3.17,1207
23869,23869,23869,0.25,Very Good,F,VVS2,62.4,58.0,3.98,4.03,2.5,512
23870,23870,23870,0.91,Very Good,G,SI1,63.2,59.0,6.08,6.11,3.85,3754
23871,23871,23871,1.27,Very Good,I,SI2,61.1,58.0,6.96,7.02,4.27,5072
23872,23872,23872,1.0,Very Good,D,SI2,63.5,60.0,6.34,6.31,4.02,4659
23873,23873,23873,1.09,Ideal,I,VS1,62.0,55.0,6.64,6.6,4.12,5445
23874,23874,23874,0.54,Ideal,G,VS1,61.4,58.0,5.2,5.24,3.21,1644
23875,23875,23875,0.91,Very Good,H,SI2,62.3,63.0,6.16,6.21,3.85,3248
23876,23876,23876,1.03,Very Good,G,SI2,63.3,57.0,6.43,6.34,4.04,4769
23877,23877,23877,0.53,Ideal,D,SI1,62.0,55.0,5.19,5.21,3.23,1636
23878,23878,23878,0.3,Ideal,H,VVS1,62.1,55.0,4.31,4.35,2.69,614
23879,23879,23879,0.7,Good,F,SI1,61.6,61.0,5.64,5.69,3.48,2382
23880,23880,23880,1.0,Ideal,H,SI1,61.4,56.0,6.47,6.4,3.95,4419
